PRODUCT_ID,PRODUCT_GROUP,YEAR,MONTH_1,MONTH_2,MONTH_3,MONTH_4,MONTH_5,MONTH_6,MONTH_7,MONTH_8,MONTH_9,MONTH_10,MONTH_11,MONTH_12
1246,9,2017,37297,38697,20693,94374,51781,31005,93399,92183,95638,79480,62178,8940
1246,9,2018,82821,97042,45979,96995,52140,60452,87011,46937,50212,13149,82927,83317
1247,6,2015,98830,83506,29668,68649,56129,25692,46409,17571,43371,1043,65847,59862
1247,6,2016,10653,1271,68169,24867,5748,18550,15203,21018,29186,86733,65708,67926
1247,6,2017,75265,58389,57680,4370,54816,99907,66470,62863,98457,58368,29319,80903
1247,6,2018,83492,25790,32413,47812,25034,38926,97914,67788,42749,20491,63331,74888
1248,8,2015,67353,73206,29427,4047,52563,63785,29144,53385,98930,50931,11805,98887
1248,8,2016,43577,28911,29247,48355,31887,31677,43241,90321,89922,1847,7169,3673
1248,8,2017,3874,51065,64031,24727,52151,19708,42165,69182,71753,55971,30327,1730
1249,6,2015,71987,27207,70475,42057,20149,8917,10096,8984,75029,77335,42911,88754
1250,1,2015,39198,82626,60269,15642,58983,46367,15337,4598,68831,43018,38571,48950
1250,1,2016,15027,12841,69222,41884,90718,69927,6353,77490,44128,16038,5213,22470
1250,1,2017,96684,70620,85869,55294,66342,31791,222,55228,90180,62681,87575,69364
1251,9,2015,53842,3692,75970,21764,60919,27240,81096,46559,67227,69807,41189,81616
1251,9,2016,49941,21369,94486,33984,1668,46106,6040,31754,93962,37104,5284,92640
1251,9,2017,7242,93646,43832,40865,62490,75584,61521,7012,96301,52116,72611,14404
1252,8,2015,46789,50653,18365,79819,85288,31224,17694,41625,72610,51783,92819,10862
1252,8,2016,15577,25360,39875,73864,97952,18587,2645,98716,59878,21181,21303,32701
1253,9,2015,40511,20472,67596,83972,71048,46722,27178,68669,32368,52338,4303,73198
1253,9,2016,58369,20457,14629,81744,52710,28430,9181,41655,53068,79719,1623,52577
1253,9,2017,56499,50540,77288,20066,92230,48235,21864,79253,94557,95518,13923,88600
1253,9,2018,54412,40902,37401,70705,54415,44130,56027,58506,66902,60150,13037,39297
1254,2,2015,31869,61407,3718,38976,90915,65441,15723,57066,91001,81947,95062,23629
1254,2,2016,15537,18709,87374,52570,53994,49727,55069,47769,99234,20437,6360,31410
1255,5,2015,41765,16404,14159,91193,12754,27890,18949,99855,29009,44990,46002,15859
1255,5,2016,45256,28391,89428,93303,11660,98193,3219,92328,13031,82503,83045,37155
1255,5,2017,59937,82559,13516,74290,46781,19321,193,2063,76189,81315,57264,9244
1256,8,2015,53899,8393,76901,75468,81246,22622,71468,81529,15834,20612,33272,44044
1256,8,2016,57510,20334,91256,4654,87889,33846,44751,26885,86021,77856,44030,98319
1257,5,2015,30422,25473,74765,68138,7910,57781,96836,3741,65336,3592,50726,73980
1257,5,2016,42223,78891,3921,75857,80129,58331,50345,21783,24412,14027,16328,41245
1257,5,2017,86576,18777,27432,89943,79110,36738,42326,35930,21944,10951,79789,85148
1258,9,2015,94377,38698,48975,54362,9286,85035,36608,63737,78652,39485,30702,87135
1258,9,2016,50503,39101,86630,96483,29191,71374,70528,32278,75555,37879,46577,20017
1259,2,2015,96959,25784,18235,32228,44010,72148,56238,99933,66879,38612,10918,64766
1259,2,2016,13000,91800,42289,72191,90467,39498,83943,68352,4259,47475,9448,93986
1260,9,2015,43218,85508,3778,38260,99186,91003,11836,25474,95090,83679,3793,61384
1260,9,2016,65100,49370,98406,77970,69913,54486,59431,45511,61423,54663,7251,45722
1260,9,2017,4221,22525,61781,89593,81221,98999,44297,25398,64030,13183,39443,74536
1261,2,2015,1466,15647,50330,59995,80253,79030,97101,34161,30024,37354,30162,14337
1261,2,2016,94177,2011,71247,93568,61556,1862,96055,15996,57168,19537,52911,18659
1262,9,2015,3331,25934,42673,10658,80449,1806,77597,25839,64527,77134,1001,96416
1262,9,2016,71343,36307,1163,26242,50361,53189,36108,9083,1654,68951,43494,95674
1262,9,2017,66444,99769,95509,62648,59669,31067,7542,17719,79473,8441,71745,97430
1263,4,2015,59410,28837,90929,74837,83600,93132,74362,37036,30582,84857,41824,22447
1263,4,2016,61398,79671,12577,31014,51929,56167,6299,64550,1108,77963,22699,8369
1263,4,2017,62606,20671,95917,4478,59056,76988,57646,83422,59857,26961,85219,43885
1263,4,2018,55119,2371,55679,84940,6729,24730,22874,62831,25071,58188,24610,59223
1264,8,2015,18177,52537,38027,54459,42497,4462,22052,51582,92628,26542,19422,30083
1264,8,2016,98750,96064,80678,72715,30151,54978,65583,56554,24881,60459,85222,65840
1265,3,2015,66429,60862,17133,32406,8909,36941,9460,16890,41681,84856,57874,99963
1265,3,2016,18998,87991,89508,74448,91239,63752,92725,21565,64033,66421,8060,34806
1265,3,2017,53238,43882,63502,55591,8194,13598,91700,84889,76369,50637,83827,5356
1265,3,2018,67240,28197,88883,36464,92724,75506,88260,37384,86199,86612,86145,11127
1266,5,2015,77426,52479,36246,85643,80460,17825,7326,89161,32167,99351,3386,69489
1266,5,2016,50209,60641,31957,41131,7716,83501,12131,67587,17766,92787,66650,10410
1266,5,2017,97867,64083,78505,49714,73685,79787,30249,29047,75108,56317,91595,72121
1266,5,2018,64711,28135,36236,61635,15710,53582,46033,57702,19401,48657,83876,55863
1267,5,2015,10623,42865,23377,13696,4101,90190,40137,76971,77816,77134,80059,74281
1267,5,2016,3232,75049,17468,30362,10242,7259,2689,35290,39427,89089,98804,21590
1267,5,2017,70711,58202,16308,18840,83983,33653,32388,23686,48660,53235,92265,54313
1267,5,2018,86013,1710,52732,92234,86426,4163,58199,35458,97576,14843,22944,28584
1268,0,2015,23947,2936,67097,76798,83493,81369,48013,80217,563,49350,67529,24705
1268,0,2016,37292,429,55868,96642,7222,75543,17033,57333,66349,67091,87442,23032
1268,0,2017,47132,65942,76153,87334,88656,6311,62444,30139,78882,14126,93101,83716
1268,0,2018,65915,24894,33895,54168,58000,6711,55996,276,40253,5322,83129,97155
1269,6,2015,30222,97516,17557,57889,1498,99809,40993,23570,18559,17671,50685,27418
1269,6,2016,70809,64231,64824,92829,9663,1478,45825,27642,84965,46907,96020,98982
1270,5,2015,28347,15416,85660,48004,79028,32818,41695,69793,53137,38210,66990,90042
1271,4,2015,35468,39897,40079,25735,80829,15263,62304,35627,21367,72773,38207,19774
1272,0,2015,55626,43612,90835,13287,57180,34914,66931,66951,89350,50718,76505,4325
1272,0,2016,25460,96695,29932,84168,32874,35251,80471,91280,31810,25402,80693,29720
1272,0,2017,40602,7602,75693,40063,9848,21768,38480,40420,13623,58775,54410,56681
1272,0,2018,99607,82752,4469,45124,5676,75861,44951,45779,95895,88387,8964,34905
1273,7,2015,49852,77536,3101,76522,72232,46952,31417,33802,83367,41453,70726,53128
1273,7,2016,84102,83815,46100,83933,2305,5951,84713,51322,3718,78220,59442,21087
1274,9,2015,29974,5184,53065,72869,74516,15451,99780,84904,11704,40691,49650,78586
1274,9,2016,86352,91928,52032,34615,70702,33438,44418,41846,35876,69213,6579,78651
1275,3,2015,9369,48673,56928,52623,93561,23332,1324,58735,68888,91804,67263,8657
1276,0,2015,70941,84661,38468,47220,93979,74979,38427,80764,70982,53064,43763,13613
1276,0,2016,26887,27434,31824,28307,50222,84644,22039,57060,86232,96310,13291,34701
1277,3,2015,50964,71513,12831,39784,87078,77663,57992,82001,62762,67456,62513,35775
1277,3,2016,67419,55059,29735,4654,24094,4860,57846,45021,41287,5230,22660,60860
1277,3,2017,81315,82299,69735,6066,19949,46579,62643,95368,40326,80375,10263,77873
1278,6,2015,81910,20590,14523,79901,70231,44339,31954,56006,6028,34990,65485,78785
1278,6,2016,9177,52402,14724,31885,9721,19308,72501,85582,9201,33238,51650,2176
1278,6,2017,70029,20115,80442,8519,35054,17707,26752,15707,38189,86722,55248,49227
1278,6,2018,14583,4589,70839,37811,76228,52535,52545,92579,76751,62313,17441,60596
1279,4,2015,32733,70821,21602,87461,39686,90006,89740,48796,34737,1215,10314,5105
1279,4,2016,92640,93996,54610,83174,42731,64383,23423,63865,4447,24245,98193,72593
1279,4,2017,31787,28610,49537,44032,38307,47149,79922,35823,94955,21571,22240,8748
1280,5,2015,28708,40117,66318,43443,57224,13336,18963,41981,7122,59946,53624,24577
1281,3,2015,82069,86608,70753,57097,55313,1263,35847,80029,17538,5456,13654,54266
1281,3,2016,97910,14153,50674,67608,29929,47894,27013,48182,16373,9402,7038,72223
1281,3,2017,48445,73973,63706,67606,90360,41366,6607,18677,87253,86652,70532,96581
1281,3,2018,94867,97251,70099,55592,11119,69991,96969,45578,88110,84454,10104,26029
1282,7,2015,1985,71011,48206,46164,49030,51178,73416,70091,99611,68707,32149,55513
1283,5,2015,34138,73581,71598,59934,39678,61591,68380,7538,24546,50182,81238,4655
1283,5,2016,78641,41669,98680,8191,64886,78159,62842,8497,91557,82091,3451,58093
1283,5,2017,83377,58780,924,42297,24636,76779,20910,90606,75191,13946,13504,68976
1283,5,2018,72659,63354,89087,7457,93540,65675,21339,93015,68184,71508,60866,57032
1284,0,2015,36022,61681,61794,1044,45885,15127,36527,47062,26983,61416,6384,64664
1285,6,2015,23647,4325,94450,53098,36998,31838,73156,61260,28224,15558,2837,98164
1285,6,2016,53661,80828,30822,27449,24104,20847,50767,48707,42683,42318,34427,87144
1285,6,2017,83362,55666,27732,85077,53315,12438,35775,971,36049,72720,37406,58251
1286,5,2015,94964,63076,449,66894,71475,77609,11278,5583,33291,9283,25597,73171
1286,5,2016,65406,29562,3691,70523,51195,68553,92496,75264,79552,87458,16148,46611
1287,5,2015,34405,97571,19318,53430,58979,36317,18772,80613,88483,75168,12048,97744
1287,5,2016,81890,37820,81776,72058,78400,35081,95726,20425,44437,19797,10621,36893
1288,8,2015,45076,21115,6522,86617,9179,10564,69764,7495,48053,55354,71515,82977
1288,8,2016,28960,40413,65765,60337,99902,78635,26950,96521,86569,37301,29574,98601
1289,0,2015,23145,14925,24206,18197,17407,39857,16171,55004,7696,3900,83653,54254
1290,5,2015,50436,39016,9239,50399,36644,75869,1614,1415,60947,59225,45748,7050
1290,5,2016,90765,37361,49092,83626,14700,84354,53396,70395,29104,30517,55135,69207
1290,5,2017,49132,72768,19897,37895,97802,29104,91957,82370,78360,47524,99347,53070
1291,8,2015,51207,64688,12019,85703,10822,71039,59669,95675,18668,96146,42707,24627
1291,8,2016,9916,82281,13485,76089,37785,81345,50367,34129,12071,45358,22561,18259
1291,8,2017,85381,45669,53811,43649,73141,10514,73135,27798,24576,84799,62733,39197
1291,8,2018,29893,43330,39819,42030,97016,73915,25580,87211,32987,71734,89758,77571
1292,2,2015,75965,96977,2584,29389,7984,6601,91927,63950,95438,22904,50963,59052
1292,2,2016,96765,90255,33884,24987,14490,54279,78664,6766,95368,89872,96011,76268
1293,5,2015,19455,88882,64358,84935,20332,17031,3037,63738,78099,61808,78874,30330
1293,5,2016,90948,52319,98956,80419,14093,92861,49265,1846,2824,74940,22392,35031
1294,8,2015,55523,93700,41082,43421,81821,22451,75474,36241,90340,35722,12993,76674
1294,8,2016,23791,68157,26467,39788,20815,3090,76436,82465,25740,69657,62849,57136
1294,8,2017,14907,64552,82336,1250,41521,3076,81838,94788,54967,77329,8088,60591
1294,8,2018,98099,33489,50464,18223,35025,32084,45690,83575,28370,34556,89045,26076
1295,2,2015,98501,16529,15205,32421,59056,48801,87092,81040,11920,2639,52731,64400
1295,2,2016,44402,77636,75343,38028,33764,35406,17012,46956,40114,6377,1341,2168
1296,0,2015,39225,89897,15446,16615,94591,28040,35997,31866,2488,28322,78615,38141
1296,0,2016,77762,1546,25592,59482,72839,93550,37562,75153,73554,59824,30198,80802
1297,8,2015,79756,63851,58015,69062,80646,55382,65059,74730,63942,55740,27204,73764
1297,8,2016,3370,1753,50203,54389,25911,44300,75918,1046,57850,80583,2948,69051
1298,9,2015,64713,46555,19525,36100,28319,86342,41330,33829,86338,53403,4435,48279
1298,9,2016,69130,32619,98851,24149,74462,65907,49400,14380,52296,53296,95107,61690
1298,9,2017,31449,14676,79845,81507,20419,33858,60629,98881,17856,55909,72245,38313
1298,9,2018,47313,3474,96973,82872,27635,25773,96677,74481,60872,62679,24623,25624
1299,4,2015,44569,29146,78682,15752,47865,48499,57612,18618,8425,45189,85940,65604
1299,4,2016,98878,11355,25220,46273,7867,66851,65931,39901,59837,23117,13566,95486
1299,4,2017,75595,58062,40640,41846,91301,29046,21597,39937,12858,11528,385,7388
1300,4,2015,74596,59605,52785,97275,17022,64045,12768,93007,11161,29174,18409,9479
1300,4,2016,8514,50438,92281,26008,22678,37804,78348,30597,86259,68815,28606,24649
1300,4,2017,86527,91066,93640,17495,48857,14654,98619,26149,88877,31259,88474,76383
1301,1,2015,21023,37453,17062,32519,64389,96101,91995,60227,99171,68742,14269,92725
1302,6,2015,32502,7248,91301,76343,70648,19972,71108,71897,13362,64432,77117,88866
1302,6,2016,16410,65212,26210,95876,68686,2651,35558,57321,70928,84197,16559,97406
1303,1,2015,52189,39276,83625,21037,85323,91395,27975,30682,25281,40622,31872,76393
1303,1,2016,19708,45257,52833,36229,65306,56282,31501,64949,993,9434,64077,50743
1303,1,2017,85956,30033,43460,22661,11365,59137,91977,486,76235,93034,59030,42137
1304,0,2015,98362,63294,29392,69040,62623,78555,4176,82052,74233,208,11346,30905
1305,6,2015,39766,50246,46242,92846,38328,28275,18510,19600,34196,6446,82990,84159
1305,6,2016,18148,64849,62017,10423,14895,47123,20596,41483,57577,60174,20785,66583
1306,5,2015,33246,13148,7437,63614,75172,78583,596,76892,41559,37399,93674,85941
1307,6,2015,89711,83803,20006,39628,23213,13090,30587,98546,93383,94235,9657,4229
1307,6,2016,44226,26471,85633,53169,42283,37760,27584,74852,76344,93341,79019,42933
1307,6,2017,12064,56696,23770,91467,32875,8852,43,38950,37687,74715,17647,26431
1308,1,2015,95448,10985,64364,10347,20906,57335,1749,61256,2783,42531,68521,18065
1309,9,2015,51612,59965,84944,29163,59781,89670,95005,49338,85906,89420,41351,9421
1310,3,2015,41749,84899,97522,58372,28681,27805,18894,39758,55619,69349,41728,16626
1311,8,2015,95249,53111,42308,17511,35820,11008,86923,5623,92474,12732,58715,28097
1311,8,2016,9043,33544,53233,17176,50378,69777,30559,20281,74782,79121,9695,67713
1311,8,2017,47074,28939,39310,67209,12432,75544,74713,3399,26472,73794,46106,5162
1311,8,2018,28350,29109,12639,91921,67727,80511,28338,31928,50411,88146,82696,24550
1312,8,2015,36680,70616,4345,28577,77283,53681,31155,75344,65931,55268,6015,60728
1312,8,2016,57092,77608,92824,12604,35351,96390,95561,83798,86033,51575,97057,8572
1313,5,2015,66820,80298,53929,34256,68892,96132,40134,5415,29039,70180,49563,49763
1313,5,2016,75132,50971,37155,38047,403,90886,20723,92512,86185,68129,13124,4755
1313,5,2017,99511,38601,58220,73045,58229,27820,64183,17723,34958,11612,59914,50589
1314,1,2015,3358,65355,31232,35718,38839,20123,96059,18792,72920,56011,50738,1510
1315,3,2015,31779,36676,98983,3779,62294,56472,80601,96129,93890,5139,76515,3891
1315,3,2016,27932,27184,63880,76716,54916,66062,3525,65259,32026,49064,19744,31837
1315,3,2017,57516,88797,35037,47038,31856,72327,95911,80724,33857,49283,83575,64511
1315,3,2018,45061,58398,95179,12426,25546,36902,34293,675,98797,63543,99912,8860
1316,2,2015,29238,93067,15876,39911,55973,48651,60949,48986,80483,32550,91496,43211
1316,2,2016,32471,71757,9136,97548,65465,33577,45364,30685,87067,46698,82363,49285
1317,8,2015,99398,5587,90917,39938,38770,55381,79545,15883,5037,29006,1744,33312
1318,4,2015,84885,9839,11232,74237,47035,75412,17283,66431,52946,66491,40412,38129
1318,4,2016,92725,11408,7003,51875,15589,39630,72905,65830,34547,10315,17418,2355
1319,6,2015,31992,90757,92619,29496,1966,72222,44859,6227,41664,26883,27098,52006
1320,7,2015,43310,1528,35248,72861,98408,15134,80996,38505,28695,73966,34052,30708
1320,7,2016,88311,12923,45137,5368,446,77321,7771,17239,75673,11458,59958,39603
1320,7,2017,23788,42663,99027,84168,60125,84782,75338,82146,64201,85981,3560,20857
1320,7,2018,62315,22062,47044,81388,61993,43122,12475,29783,36215,34952,77389,69546
1321,2,2015,11365,71167,76141,59286,32272,37739,29038,94650,78734,514,36967,30701
1322,4,2015,52772,9947,47196,85920,51899,64243,5890,76503,90977,78656,1628,3186
1322,4,2016,51702,61399,85819,14241,63464,26336,77473,81815,50460,90598,33089,18172
1322,4,2017,22452,81458,47797,26804,42207,45763,33135,81336,27948,37970,38006,12241
1322,4,2018,33560,48255,80030,35542,21111,55095,29373,96225,7747,86086,36724,2083
1323,7,2015,82193,27638,18831,43736,95742,39695,84815,21833,88956,40874,40313,66794
1323,7,2016,67685,34415,89744,14199,50043,31469,68680,66209,60205,80048,32831,35500
1323,7,2017,22191,78977,38276,4606,38572,36268,22126,44853,75051,43002,17200,39771
1323,7,2018,87077,84371,54862,15034,27810,79563,78909,26349,71812,62618,1008,39916
1324,5,2015,93070,48600,75475,89802,1158,15266,3737,76982,27833,21853,12874,11417
1325,8,2015,97966,24399,99238,63839,4481,67130,61484,15682,31224,80812,63124,98335
1326,9,2015,94840,36353,6879,73633,76644,20124,6265,79106,46595,26445,2955,76831
1327,4,2015,86985,85745,61645,38923,79240,88609,46889,50274,77809,75935,44839,46823
1327,4,2016,51391,65094,85871,26186,93045,86833,64123,43101,21477,47861,41442,50398
1327,4,2017,30977,25503,98142,64399,14578,14045,77999,9921,77245,69442,34631,99568
1328,8,2015,9095,75087,89339,95017,86115,37455,27751,10094,83713,78361,44209,35248
1328,8,2016,84139,14494,1429,18915,42536,71822,75149,6475,55723,15019,57630,48870
1328,8,2017,9737,14751,64552,15884,49912,92937,95509,23113,1003,90840,2539,81931
1328,8,2018,39825,27988,87931,82423,59548,11647,96653,53436,36311,69301,44095,79252
1329,4,2015,31058,30260,13126,3781,32585,73621,28259,66961,50609,79180,63040,76376
1329,4,2016,62347,97277,31072,24127,48339,67068,66088,39721,86222,95655,25698,60004
1329,4,2017,53321,18,21214,11282,3157,40135,8240,8138,72964,55560,32201,54375
1330,5,2015,34779,20104,31622,30261,49925,24563,22510,53324,36927,8067,47288,41876
1330,5,2016,4675,70778,55857,54625,71014,20601,97943,68749,1767,37081,27479,26302
1330,5,2017,21432,1002,67207,24044,26382,21844,75844,16006,74177,51062,6952,36523
1331,7,2015,75933,46363,96168,954,3275,29007,48887,34083,57856,67639,22280,26868
1331,7,2016,65082,95153,92810,19784,51544,40831,21674,80896,54682,20550,72754,83678
1331,7,2017,20413,40294,4433,39215,14406,17817,62548,97741,91919,5833,96157,75983
1331,7,2018,70912,93179,63986,19653,39407,35824,53544,86285,21859,99228,79633,61580
1332,2,2015,13898,41712,49008,69913,31934,42739,19403,17458,34904,85676,4174,73995
1332,2,2016,6144,94282,12486,61748,56226,18828,60499,99437,72136,25603,49155,25431
1332,2,2017,34244,20457,57640,43146,65577,70681,81540,63628,27213,27146,59982,45712
1332,2,2018,8264,74381,5679,5196,90830,21230,21170,73949,5540,98513,26471,48877
1333,6,2015,14869,25681,65751,62267,84120,41748,49958,45553,4386,98743,83597,22100
1333,6,2016,80497,98608,22457,20294,82484,65715,93496,11532,93273,65481,34724,21819
1334,8,2015,69223,45766,12090,85962,54221,92259,74833,1714,66992,92938,60906,78279
1334,8,2016,27183,68220,40262,74683,20835,90452,51922,4279,63997,44275,26372,52798
1334,8,2017,16800,49705,42692,75229,83279,26300,99359,51271,36389,76628,43787,76064
1334,8,2018,42273,29825,59127,31862,58744,50916,76989,3159,29118,18786,28354,39696
1335,3,2015,55793,34079,80202,96654,89711,60455,43557,36840,69276,54463,67775,90408
1335,3,2016,88403,77750,92424,82494,59598,22555,11513,18515,57822,3870,21734,19554
1335,3,2017,58023,69429,83552,28828,41576,88954,78771,2410,81583,11374,11331,7554
1336,4,2015,78994,7654,56897,46223,64731,52167,38990,34886,25811,64578,7434,14942
1337,2,2015,76052,90712,18276,9140,13654,70317,31930,92406,30658,3055,32105,87928
1337,2,2016,26675,95137,60505,20547,11316,30362,97932,20444,22419,33881,7059,23038
1337,2,2017,13075,52430,10313,50725,93076,78525,92157,6514,77688,27137,42003,25895
1337,2,2018,69239,81290,22383,83303,65836,62078,54079,21091,71701,53810,59192,963
1338,4,2015,52792,9,68975,90387,69537,49580,80803,17690,75366,63216,60633,42775
1339,5,2015,27790,85595,60939,33439,50692,89643,81025,80204,3046,44554,75924,3238
1339,5,2016,21628,26514,51279,61464,68238,62705,43106,49444,3036,46158,43179,92893
1339,5,2017,55545,55401,68597,42508,69572,66344,62177,87866,1724,91408,65161,27591
1340,7,2015,74751,68430,23550,26707,41324,13529,98273,36658,5339,98268,73395,72806
1340,7,2016,10999,44144,69808,66422,12514,70193,60821,23541,81307,12921,49544,96311
1340,7,2017,91085,73885,33268,48895,6688,72301,79897,71283,70030,38719,27980,40753
1340,7,2018,18185,78882,65212,28764,25954,40627,23946,93364,52175,11637,6291,58472
1341,0,2015,20943,7883,26657,575,67263,59189,86895,91526,30910,24799,39806,58194
1341,0,2016,67220,85359,40966,57741,90226,25063,19382,49875,41355,50855,35303,23874
1341,0,2017,87707,11664,4261,84809,62642,38705,46306,94883,78050,4215,93729,96571
1341,0,2018,99515,95929,95843,52130,7665,42926,581,49292,11682,21711,7331,40462
1342,6,2015,70333,62737,46081,73274,65396,28530,24914,83881,94591,33967,22358,560
1342,6,2016,69400,42529,819,28312,21090,16170,18039,36110,80945,43411,58518,23218
1343,3,2015,44579,62348,81877,67518,83409,76014,55450,25499,20017,9169,99444,19307
1344,9,2015,33295,55509,54850,57564,62062,65272,71700,26474,62801,28130,22852,44928
1344,9,2016,27247,32592,93841,16957,73972,76568,54532,57731,98199,73733,55516,87476
1344,9,2017,60726,23708,30898,56195,55388,90266,14591,74441,28039,85578,89874,40160
1345,8,2015,82282,67398,70066,56648,75644,667,57987,97789,71827,46716,26032,35048
1345,8,2016,13171,72861,26904,64726,85507,97412,28294,90568,19036,70965,77104,56586
1345,8,2017,45913,19633,3520,2234,16105,94192,40397,96600,75432,65331,7445,83902
1346,8,2015,89209,71772,57305,40547,15568,54368,3568,92905,13414,79847,12111,58711
1346,8,2016,35689,32109,21167,49613,50348,60539,13410,51083,15146,17196,43520,30038
1347,8,2015,73722,63069,91323,85628,43439,98070,54246,88956,95497,62674,9953,30603
1347,8,2016,35351,49288,44902,41891,10231,85315,43150,48470,52591,22897,20502,3441
1347,8,2017,82235,24669,69081,10165,41986,71823,15283,76162,82315,44646,42574,16516
1348,4,2015,51538,31037,38678,43060,35163,21236,72575,22809,36974,82211,53040,3080
1348,4,2016,12324,40544,13793,56199,14238,13817,23805,68060,79987,24564,31483,90047
1348,4,2017,98739,17362,54547,95043,17403,41762,24130,27523,56908,99910,54913,54083
1348,4,2018,75642,86977,89391,64314,60492,85228,52314,68618,67431,13072,45503,12124
1349,4,2015,48525,70973,83479,82956,35805,863,92606,19374,15989,66312,24140,39392
1349,4,2016,32807,13298,61100,38299,79297,36548,85139,12774,82978,28250,51339,98301
1350,8,2015,74885,41924,7998,37805,73408,77156,30491,89792,48707,66385,74013,81566
1351,6,2015,56122,89281,37113,93619,47271,50733,14796,17230,48291,33835,44986,55783
1351,6,2016,39301,7712,38258,14392,74159,57900,71672,14140,22952,44071,58957,32564
1352,7,2015,81708,3729,13969,92911,35909,43944,90842,63596,67534,4030,52321,41256
1352,7,2016,69217,30906,86115,83782,81840,3861,91197,87817,23878,14309,42035,79414
1352,7,2017,37173,63506,27145,15331,8617,26490,74708,63865,38682,10953,24380,86848
1353,6,2015,68709,90290,35768,20415,50495,92380,18513,90186,17618,83202,96561,69163
1353,6,2016,95979,46669,77037,55327,78337,55704,23135,91366,94596,4634,42594,24467
1354,6,2015,10059,78880,74927,43146,50615,59708,98880,81816,60858,49076,61122,95136
1355,4,2015,55145,59038,73156,68590,78253,39189,57520,7060,64490,75593,5630,70072
1355,4,2016,37561,29482,44142,72807,58511,39204,12428,31681,73221,31540,1461,17159
1355,4,2017,83489,90967,71660,13026,2810,24453,24923,57253,20107,11632,20471,78769
1356,6,2015,40581,16860,65228,72320,16420,80216,69051,11998,14180,59333,31158,10278
1357,4,2015,47183,6923,84006,1173,4434,1499,94561,13492,9676,14837,34414,23623
1357,4,2016,14023,10019,32198,83454,9580,5285,11223,16970,88930,50526,78614,839
1357,4,2017,62298,16636,77174,25434,33297,69266,27534,14755,73099,11516,58489,13122
1358,3,2015,26213,65098,98148,40430,73522,16602,81252,22614,74411,13675,5452,2009
1359,1,2015,32548,56683,73215,96947,80226,76464,42500,16636,78388,93201,19072,58723
1359,1,2016,24284,88870,31012,45348,87189,55668,20091,16745,87146,78032,16557,16178
1359,1,2017,31795,10935,52389,42815,52633,24545,49881,5247,25073,70091,86097,80345
1359,1,2018,17284,52006,85327,42133,83948,16525,11503,74559,61371,98379,85122,49697
1360,4,2015,40457,41489,60626,25119,13649,69085,7598,45037,57818,29766,52155,66718
1360,4,2016,29684,98981,12542,7981,84083,57888,58176,63499,29433,74117,29225,15841
1360,4,2017,71869,35018,69799,75044,35887,60479,48217,69752,89904,12570,54971,21388
1360,4,2018,44874,22575,95547,66120,2629,27618,36196,27087,36586,81860,94162,85440
1361,2,2015,67,50532,90285,12362,32642,674,75001,81489,57745,50305,13446,41249
1361,2,2016,17349,48978,34193,67770,64276,30264,19718,12412,40191,66059,70595,79458
1362,2,2015,97958,31947,79428,63743,32119,23314,80930,37255,79770,72089,70926,87413
1362,2,2016,79620,54262,7341,13038,507,27630,97981,59760,4316,8897,50683,55002
1362,2,2017,1894,97234,4018,72144,23364,94621,61191,37425,8423,97971,10757,67719
1362,2,2018,20273,25734,35858,44791,7470,18893,86691,44911,70787,98574,61559,51216
1363,7,2015,28468,77860,18961,52398,65369,64024,20877,78520,46843,54045,33246,782
1364,3,2015,98934,54519,46762,31716,44032,96683,66434,73642,59383,83617,10547,92179
1364,3,2016,57884,41453,6266,67440,50305,86598,9806,32249,64168,38965,96818,86139
1364,3,2017,82086,13145,91048,3831,80359,94338,39872,80637,3183,94440,91894,17843
1365,3,2015,44706,85787,7145,69532,90433,79118,15385,74066,69571,72248,54593,32600
1365,3,2016,57864,43891,13643,51678,2418,17326,98437,670,83026,25173,51156,71523
1365,3,2017,51842,34653,73083,80209,41204,8960,76751,41524,22515,62307,99159,76527
1366,6,2015,51524,99610,89230,18412,79756,8361,7700,75088,54771,29497,59529,84721
1366,6,2016,58757,32019,61745,36809,96184,53318,52738,19669,6220,39792,41678,92343
1366,6,2017,44019,24230,79999,95862,77009,36744,21089,47140,30982,32324,41486,85287
1366,6,2018,69025,19398,52163,94540,62458,26061,427,18229,71239,70329,6091,40487
1367,0,2015,96798,68895,67954,53561,34797,23723,25618,48102,35687,71595,77078,31104
1367,0,2016,32957,86455,15752,42296,61611,12452,66388,85662,17743,10528,33132,99315
1367,0,2017,47979,63376,84832,80523,38018,70643,99916,33335,81198,26133,9236,48914
1368,9,2015,12711,15706,91121,67349,55408,15616,4141,8980,3530,44315,32441,5841
1369,1,2015,51211,98620,3159,49524,80933,1350,37171,44830,3276,82066,58692,15457
1369,1,2016,5949,80673,32128,31747,10782,45765,6917,66175,41651,86623,46692,92757
1370,9,2015,95960,98770,16444,32344,16127,24314,72132,10748,12492,2165,45507,56364
1370,9,2016,56541,79347,42452,56587,15782,80275,30702,32337,57106,7226,57377,55130
1371,3,2015,46719,96315,22586,62459,54107,38443,37873,47046,73370,11856,91175,24495
1371,3,2016,24283,25917,2677,89116,42478,27148,13806,57536,15989,12208,81291,88564
1371,3,2017,134,43891,91153,39417,70280,54162,58907,67235,51129,28137,91771,45793
1372,3,2015,31659,95452,93774,41512,32669,30804,28623,29301,71054,3210,24961,75852
